       6.8000e+02, 6.5800e+02, 6.0500e+02, 6.2500e+02, 6.2400e+02,
       6.8000e+02, 6.4900e+02, 6.2900e+02, 6.0100e+02, 6.4100e+02,
       6.2400e+02, 6.2200e+02, 6.7200e+02, 6.0900e+02, 6.4300e+02,
       6.1800e+02, 7.0100e+02, 7.0100e+02, 8.2000e+02, 7.7300e+02,
       7.9800e+02, 8.2600e+02, 8.7600e+02, 9.5400e+02, 1.0680e+03,
       1.1010e+03, 1.1690e+03, 1.1370e+03, 1.2960e+03, 1.4560e+03,
       1.5950e+03, 1.7420e+03, 1.7730e+03, 2.0180e+03, 2.2600e+03,
       2.5980e+03, 3.0120e+03, 3.2840e+03, 3.2970e+03, 3.3870e+03,
       3.6830e+03, 3.9540e+03, 4.0190e+03, 3.9960e+03, 3.8160e+03,
       3.9050e+03, 4.4590e+03, 5.4540e+03, 6.3030e+03, 6.7820e+03,
       6.7610e+03, 6.9320e+03, 7.7800e+03, 9.1500e+03, 1.0242e+04,
       1.0937e+04, 1.0939e+04, 1.1803e+04, 1.2739e+04, 1.4703e+04,
       1.7178e+04, 1.9083e+04, 2.0672e+04, 2.1051e+04, 2.1377e+04,
       2.1635e+04, 2.3270e+04, 2.4685e+04, 2.2851e+04, 2.0814e+04,
       1.9693e+04, 2.0639e+04, 2.2160e+04, 2.2615e+04, 2.1677e+04,
       1.9967e+04, 1.8960e+04, 2.0581e+04, 2.1597e+04, 1.9742e+04,
       1.7371e+04, 1.6211e+04, 1.4974e+04, 1.2571e+04, 1.0776e+04,
       9.3700e+03, 7.9650e+03, 5.8170e+03, 3.5540e+03, 2.1460e+03,
       1.7370e+03, 1.4130e+03, 1.0140e+03, 6.7200e+02, 6.0000e+02,
       3.9100e+02, 2.2500e+02, 1.6200e+02, 7.6000e+01, 4.0000e+01,
       2.6000e+01, 1.4000e+01, 1.4000e+01, 5.0000e+00, 3.0000e+00,
       3.0000e+00, 3.0000e+00, 3.0000e+00, 1.0000e+00, 2.0000e+00,
       1.0000e+00, 0.0000e+00, 0.0000e+00, 2.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00]), array([0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       1.0000e+00, 2.0000e+00, 2.0000e+00, 2.0000e+00, 3.0000e+00,
       1.0000e+00, 3.0000e+00, 4.0000e+00, 7.0000e+00, 8.0000e+00,
       1.1000e+01, 1.4000e+01, 2.0000e+01, 2.7000e+01, 3.0000e+01,
       3.7000e+01, 6.8000e+01, 8.0000e+01, 9.3000e+01, 1.3400e+02,
       2.0400e+02, 3.0800e+02, 3.7300e+02, 5.0300e+02, 6.1300e+02,
       7.0100e+02, 7.3800e+02, 9.1200e+02, 1.0870e+03, 1.2450e+03,
       1.2900e+03, 1.3920e+03, 1.5600e+03, 1.7610e+03, 1.8530e+03,
       2.0060e+03, 2.0210e+03, 2.1580e+03, 2.3670e+03, 2.4830e+03,
       2.6430e+03, 2.8770e+03, 3.1210e+03, 3.4270e+03, 3.5790e+03,
       3.6430e+03, 3.7290e+03, 3.9010e+03, 4.0710e+03, 4.1080e+03,
       4.4200e+03, 4.6180e+03, 4.9180e+03, 4.8050e+03, 4.9240e+03,
       4.9570e+03, 4.9200e+03, 4.8670e+03, 5.1650e+03, 5.4540e+03,
       5.3070e+03, 5.0670e+03, 5.0580e+03, 5.0240e+03, 5.3120e+03,
       5.4480e+03, 5.4710e+03, 5.3380e+03, 5.6270e+03, 5.7560e+03,
       5.9030e+03, 5.9270e+03, 5.8790e+03, 6.1370e+03, 6.4750e+03,
       6.6330e+03, 6.9090e+03, 7.4150e+03, 7.5590e+03, 8.2870e+03,
       9.1850e+03, 1.0115e+04, 1.0604e+04, 1.1204e+04, 1.1886e+04,
       1.2864e+04, 1.3943e+04, 1.5167e+04, 1.5016e+04, 1.5538e+04,
       1.5457e+04, 1.5870e+04, 1.6100e+04, 1.5620e+04, 1.5840e+04,
       1.5676e+04, 1.6199e+04, 1.7041e+04, 1.7793e+04, 1.8675e+04,
       2.0560e+04, 2.3102e+04, 2.4987e+04, 2.5805e+04, 2.6420e+04,
       2.5698e+04, 2.3479e+04, 2.0486e+04, 1.7653e+04, 1.5063e+04,
       1.2585e+04, 1.0221e+04, 7.2540e+03, 5.0610e+03, 3.4560e+03,
       2.2710e+03, 1.2110e+03, 3.7200e+02, 1.1100e+02, 2.7000e+01,
       3.0000e+00, 4.0000e+00, 3.0000e+00, 1.0000e+00, 0.0000e+00,
       0.0000e+00, 1.0000e+00, 0.0000e+00, 1.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 2.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00]), array([0.0000e+00, 0.0000e+00, 3.0000e+00, 7.0000e+00, 3.0000e+00,
       3.0000e+00, 1.0000e+01, 5.0000e+00, 8.0000e+00, 8.0000e+00,
       6.0000e+00, 5.0000e+00, 5.0000e+00, 6.0000e+00, 3.0000e+00,
       7.0000e+00, 8.0000e+00, 7.0000e+00, 9.0000e+00, 1.0000e+01,
       1.0000e+01, 1.2000e+01, 1.5000e+01, 1.5000e+01, 1.4000e+01,
       1.8000e+01, 1.5000e+01, 2.7000e+01, 2.5000e+01, 1.1000e+01,
       2.3000e+01, 1.7000e+01, 1.5000e+01, 2.1000e+01, 1.4000e+01,
       1.1000e+01, 9.0000e+00, 1.4000e+01, 1.0000e+01, 9.0000e+00,
       7.0000e+00, 8.0000e+00, 7.0000e+00, 3.0000e+00, 3.0000e+00,
       6.0000e+00, 6.0000e+00, 3.0000e+00, 6.0000e+00, 3.0000e+00,
       6.0000e+00, 6.0000e+00, 5.0000e+00, 4.0000e+00, 5.0000e+00,
       3.0000e+00, 3.0000e+00, 4.0000e+00, 3.0000e+00, 3.0000e+00,
       6.0000e+00, 3.0000e+00, 4.0000e+00, 1.0000e+00, 2.0000e+00,
       1.0000e+00, 3.0000e+00, 3.0000e+00, 2.0000e+00, 3.0000e+00,
       4.0000e+00, 0.0000e+00, 3.0000e+00, 3.0000e+00, 1.0000e+00,
       3.0000e+00, 0.0000e+00, 2.0000e+00, 3.0000e+00, 1.0000e+00,
       0.0000e+00, 3.0000e+00, 5.0000e+00, 2.0000e+00, 2.0000e+00,
       2.0000e+00, 3.0000e+00, 2.0000e+00, 3.0000e+00, 1.0000e+00,
       3.0000e+00, 2.0000e+00, 1.0000e+00, 2.0000e+00, 1.0000e+00,
       4.0000e+00, 2.0000e+00, 1.0000e+00, 4.0000e+00, 1.0000e+00,
       3.0000e+00, 5.0000e+00, 1.0000e+00, 3.0000e+00, 2.0000e+00,
       1.0000e+00, 2.0000e+00, 3.0000e+00, 0.0000e+00, 5.0000e+00,
       2.0000e+00, 2.0000e+00, 2.0000e+00, 4.0000e+00, 1.0000e+00,
       6.0000e+00, 7.0000e+00, 3.0000e+00, 7.0000e+00, 3.0000e+00,
       8.0000e+00, 6.0000e+00, 1.2000e+01, 9.0000e+00, 1.3000e+01,
       1.6000e+01, 2.0000e+01, 2.1000e+01, 2.0000e+01, 1.9000e+01,
       2.4000e+01, 1.8000e+01, 2.5000e+01, 3.5000e+01, 3.3000e+01,
       3.5000e+01, 4.1000e+01, 4.3000e+01, 4.0000e+01, 5.0000e+01,
       5.8000e+01, 6.1000e+01, 6.1000e+01, 8.1000e+01, 7.2000e+01,
       7.8000e+01, 8.9000e+01, 1.2800e+02, 9.7000e+01, 9.3000e+01,
       1.4600e+02, 1.1700e+02, 1.0900e+02, 1.5100e+02, 1.7700e+02,
       1.9300e+02, 2.4900e+02, 2.7600e+02, 3.0800e+02, 3.6200e+02,
       4.6400e+02, 5.7600e+02, 6.3400e+02, 6.9900e+02, 7.6600e+02,
       7.7000e+02, 9.4600e+02, 1.0970e+03, 1.1000e+03, 1.1030e+03,
       1.3320e+03, 1.2650e+03, 1.3340e+03, 1.5140e+03, 1.6520e+03,
       1.9180e+03, 2.3380e+03, 2.7040e+03, 2.8490e+03, 3.0780e+03,
       3.8930e+03, 3.9600e+03, 3.8570e+03, 4.3600e+03, 4.9550e+03,
       4.7720e+03, 5.3720e+03, 5.6280e+03, 5.2950e+03, 5.6010e+03,
       6.0640e+03, 5.8710e+03, 6.1500e+03, 6.7600e+03, 6.7500e+03,
       6.4620e+03, 7.5450e+03, 8.4800e+03, 8.4100e+03, 9.6900e+03,
       1.1174e+04, 1.1375e+04, 1.0593e+04, 1.2012e+04, 1.3402e+04,
       1.3040e+04, 1.3626e+04, 1.6188e+04, 1.6709e+04, 1.6067e+04,
       1.8017e+04, 1.8464e+04, 1.8048e+04, 1.9012e+04, 2.0654e+04,
       1.9943e+04, 2.0964e+04, 2.2640e+04, 2.1243e+04, 2.1089e+04,
       2.3267e+04, 2.3732e+04, 2.1531e+04, 2.1419e+04, 2.2397e+04,
       2.0287e+04, 1.9041e+04, 2.0442e+04, 1.8230e+04, 1.6437e+04,
       1.5776e+04, 1.3915e+04, 1.1798e+04, 1.0928e+04, 9.2970e+03,
       7.1980e+03, 5.7120e+03, 4.3690e+03, 3.0360e+03, 2.2690e+03,
       1.9880e+03, 1.6630e+03, 1.4680e+03, 1.3420e+03, 1.0930e+03,
       7.8400e+02, 4.2300e+02, 1.9500e+02, 4.8000e+01, 1.1000e+01,
       1.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       1.0000e+00]), array([0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 2.0000e+00, 1.0000e+00,
       6.0000e+00, 2.0000e+00, 3.0000e+00, 1.0000e+01, 1.2000e+01,
       1.4000e+01, 2.8000e+01, 4.8000e+01, 5.0000e+01, 8.1000e+01,
       8.9000e+01, 1.0500e+02, 1.1000e+02, 1.2800e+02, 1.3100e+02,
       1.4900e+02, 1.6400e+02, 1.5800e+02, 1.4300e+02, 1.5400e+02,
       1.9800e+02, 2.2300e+02, 2.2200e+02, 2.6100e+02, 2.3300e+02,
       2.7200e+02, 2.5800e+02, 2.8500e+02, 3.0000e+02, 3.1000e+02,
       3.3600e+02, 3.7900e+02, 3.7700e+02, 4.0200e+02, 4.4700e+02,
       4.4600e+02, 4.3800e+02, 4.4400e+02, 4.6700e+02, 5.1800e+02,
       5.0100e+02, 4.4900e+02, 5.3100e+02, 4.9900e+02, 4.8400e+02,
       5.4600e+02, 5.6100e+02, 5.3900e+02, 5.5600e+02, 6.3400e+02,
       6.3700e+02, 6.4500e+02, 7.9400e+02, 8.0400e+02, 7.8800e+02,
       9.0000e+02, 1.0030e+03, 8.7300e+02, 9.4100e+02, 9.7300e+02,
       9.0700e+02, 9.1100e+02, 9.9100e+02, 1.0090e+03, 9.5300e+02,
       1.0510e+03, 9.9600e+02, 1.0060e+03, 1.0550e+03, 1.0540e+03,
       9.7600e+02, 1.0010e+03, 1.0760e+03, 9.3700e+02, 1.0480e+03,
       1.0930e+03, 1.0020e+03, 9.2000e+02, 9.3700e+02, 9.2000e+02,
       8.7900e+02, 8.9300e+02, 9.5300e+02, 8.8700e+02, 8.7100e+02,
       9.8000e+02, 9.7700e+02, 9.2100e+02, 9.8100e+02, 1.1030e+03,
       9.0500e+02, 9.6500e+02, 1.0200e+03, 8.7600e+02, 9.3400e+02,
       1.0010e+03, 9.6300e+02, 9.0600e+02, 8.9700e+02, 1.0130e+03,
       8.2800e+02, 8.6900e+02, 8.8400e+02, 8.2900e+02, 7.4600e+02,
       8.8500e+02, 7.8200e+02, 7.6000e+02, 9.4500e+02, 9.1500e+02,
       8.6800e+02, 9.2200e+02, 8.7600e+02, 8.7100e+02, 9.8800e+02,
       1.1290e+03, 1.1940e+03, 1.1230e+03, 1.2660e+03, 1.3400e+03,
       1.2710e+03, 1.5020e+03, 1.7590e+03, 1.7580e+03, 2.0760e+03,
       3.0330e+03, 3.4820e+03, 3.7880e+03, 4.9610e+03, 5.5650e+03,
       6.2260e+03, 7.3860e+03, 9.5220e+03, 9.9560e+03, 1.0468e+04,
       1.2387e+04, 1.1730e+04, 1.1474e+04, 1.2817e+04, 1.2147e+04,
       1.1514e+04, 1.4795e+04, 1.5991e+04, 1.3720e+04, 1.7636e+04,
       2.1428e+04, 2.0919e+04, 2.0795e+04, 2.7696e+04, 2.9407e+04,
       2.4961e+04, 2.4394e+04, 2.8447e+04, 2.5356e+04, 2.2553e+04,
       2.4470e+04, 2.2597e+04, 1.9905e+04, 1.9829e+04, 1.9084e+04,
       1.7827e+04, 1.6618e+04, 1.7560e+04, 1.5818e+04, 1.3848e+04,
       1.4391e+04, 1.2719e+04, 1.1625e+04, 9.5040e+03, 7.4650e+03,
       4.7570e+03, 2.8080e+03, 1.4770e+03, 6.9200e+02, 2.6900e+02,
       1.1400e+02, 7.4000e+01, 3.7000e+01, 3.2000e+01, 3.2000e+01,
       2.4000e+01, 1.0000e+01, 1.2000e+01, 1.8000e+01, 9.0000e+00,
       1.0000e+01, 5.0000e+00, 6.0000e+00, 6.0000e+00, 1.0000e+00,
       9.0000e+00]), array([0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 4.0000e+00,
       4.0000e+00, 5.0000e+00, 8.0000e+00, 8.0000e+00, 2.0000e+00,
       1.0000e+01, 1.4000e+01, 1.4000e+01, 1.6000e+01, 1.7000e+01,
       2.4000e+01, 2.6000e+01, 2.6000e+01, 3.8000e+01, 4.4000e+01,
       5.2000e+01, 5.2000e+01, 5.6000e+01, 7.3000e+01, 7.6000e+01,
       6.8000e+01, 8.2000e+01, 7.5000e+01, 1.0100e+02, 1.0600e+02,
       9.1000e+01, 7.1000e+01, 6.2000e+01, 5.7000e+01, 5.9000e+01,
       6.2000e+01, 4.8000e+01, 4.7000e+01, 5.1000e+01, 5.2000e+01,
       5.0000e+01, 4.8000e+01, 6.7000e+01, 4.1000e+01, 6.1000e+01,
       5.5000e+01, 6.6000e+01, 6.2000e+01, 6.4000e+01, 7.0000e+01,
       5.7000e+01, 7.7000e+01, 5.9000e+01, 5.6000e+01, 6.7000e+01,
       4.7000e+01, 4.4000e+01, 6.6000e+01, 6.0000e+01, 7.4000e+01,
       5.9000e+01, 4.9000e+01, 5.2000e+01, 7.4000e+01, 5.8000e+01,
       5.7000e+01, 9.5000e+01, 8.0000e+01, 1.2100e+02, 1.3700e+02,
       1.6100e+02, 2.0500e+02, 2.5600e+02, 3.0500e+02, 3.3500e+02,
       3.2800e+02, 3.4500e+02, 3.6500e+02, 3.9600e+02, 4.2500e+02,
       4.9600e+02, 5.7500e+02, 5.8000e+02, 5.6300e+02, 5.6400e+02,
       5.4900e+02, 5.7100e+02, 5.9600e+02, 5.8700e+02, 5.4100e+02,
       5.6100e+02, 5.3000e+02, 5.5000e+02, 5.7900e+02, 5.4100e+02,
       6.2200e+02, 5.8100e+02, 6.3000e+02, 6.3500e+02, 7.4900e+02,
       8.2500e+02, 8.6600e+02, 8.8000e+02, 9.7000e+02, 1.0550e+03,
       1.0720e+03, 1.1940e+03, 1.2520e+03, 1.3390e+03, 1.4980e+03,
       1.6050e+03, 1.6420e+03, 1.7740e+03, 1.9210e+03, 2.0180e+03,
       2.2010e+03, 2.2960e+03, 2.5480e+03, 2.6340e+03, 2.8120e+03,
       2.9020e+03, 3.1450e+03, 3.2710e+03, 3.4670e+03, 3.9510e+03,
       4.1990e+03, 4.4270e+03, 4.9770e+03, 5.5420e+03, 5.9330e+03,
       6.2990e+03, 7.0220e+03, 7.4060e+03, 7.9230e+03, 8.5280e+03,
       9.2230e+03, 9.9790e+03, 1.0605e+04, 1.1005e+04, 1.1356e+04,
       1.1717e+04, 1.2178e+04, 1.2617e+04, 1.3376e+04, 1.3603e+04,
       1.3477e+04, 1.3270e+04, 1.3079e+04, 1.3436e+04, 1.3106e+04,
       1.2786e+04, 1.3149e+04, 1.3379e+04, 1.3517e+04, 1.4100e+04,
       1.4121e+04, 1.3971e+04, 1.3848e+04, 1.3413e+04, 1.3843e+04,
       1.3789e+04, 1.3517e+04, 1.4009e+04, 1.4398e+04, 1.4323e+04,
       1.4377e+04, 1.4599e+04, 1.4991e+04, 1.4856e+04, 1.4255e+04,
       1.3591e+04, 1.3386e+04, 1.3526e+04, 1.3676e+04, 1.3211e+04,
       1.3490e+04, 1.3150e+04, 1.3398e+04, 1.3073e+04, 1.2135e+04,
       1.0774e+04, 9.6900e+03, 8.2210e+03, 6.6890e+03, 5.3410e+03,
       4.3240e+03, 3.3800e+03, 2.8680e+03, 2.4120e+03, 1.9350e+03,
       1.6970e+03, 1.3130e+03, 1.0560e+03, 9.4900e+02, 8.1400e+02,
       4.8300e+02, 3.5500e+02, 1.5600e+02, 4.5000e+01, 2.5000e+01,
       1.7000e+01, 1.4000e+01, 1.4000e+01, 1.6000e+01, 1.9000e+01,
       1.4000e+01, 1.1000e+01, 1.2000e+01, 1.1000e+01, 1.2000e+01,
       9.0000e+00, 1.0000e+01, 9.0000e+00, 2.1000e+01, 1.0000e+01,
       1.6000e+01, 1.1000e+01, 7.0000e+00, 8.0000e+00, 1.2000e+01,
       6.0000e+00, 1.3000e+01, 7.0000e+00, 4.0000e+00, 4.0000e+00,
       3.0000e+00, 6.0000e+00, 0.0000e+00, 2.0000e+00, 0.0000e+00,
       1.0000e+00, 0.0000e+00, 3.0000e+00, 2.0000e+00, 1.0000e+00,
       0.0000e+00, 1.0000e+00, 3.0000e+00, 0.0000e+00, 1.0000e+00,
       0.0000e+00, 0.0000e+00, 1.0000e+00, 1.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00]), array([0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
       0.0000e+00, 0.0000e+00, 0.0000e+00, 1.0000e+00, 3.0000e+00,
       4.0000e+00, 9.0000e+00, 1.1000e+01, 2.3000e+01, 2.5000e+01,
       2.2000e+01, 2.7000e+01, 3.5000e+01, 3.3000e+01, 4.2000e+01,
       4.1000e+01, 6.4000e+01, 4.5000e+01, 6.6000e+01, 6.9000e+01,
       7.1000e+01, 6.1000e+01, 4.5000e+01, 6.6000e+01, 1.0600e+02,
       6.9000e+01, 9.4000e+01, 1.1200e+02, 1.1700e+02, 1.1700e+02,
       9.3000e+01, 1.1300e+02, 1.1100e+02, 1.3000e+02, 1.3300e+02,
       1.6000e+02, 1.8900e+02, 1.7300e+02, 1.6400e+02, 1.7400e+02,
       1.7200e+02, 1.6400e+02, 1.6600e+02, 1.7600e+02, 1.9900e+02,
       2.1000e+02, 2.0100e+02, 1.9100e+02, 2.0200e+02, 1.8400e+02,
       1.8300e+02, 1.7900e+02, 2.2200e+02, 2.1700e+02, 2.2200e+02,
       1.9100e+02, 2.1800e+02, 2.3400e+02, 2.0500e+02, 2.1800e+02,
       2.2300e+02, 2.3300e+02, 2.5300e+02, 2.4200e+02, 2.2500e+02,
       2.7900e+02, 2.8000e+02, 2.8800e+02, 3.2800e+02, 2.8400e+02,
       3.5200e+02, 3.7700e+02, 3.4600e+02, 3.3000e+02, 3.8300e+02,
       2.8400e+02, 3.0300e+02, 2.8500e+02, 3.2100e+02, 3.0900e+02,
       3.0200e+02, 3.1200e+02, 3.1400e+02, 3.5800e+02, 3.4100e+02,
       3.8200e+02, 3.6400e+02, 3.7900e+02, 3.6800e+02, 4.4100e+02,
       4.2200e+02, 4.7300e+02, 4.2600e+02, 4.5600e+02, 4.2000e+02,
       5.4300e+02, 5.1300e+02, 4.6300e+02, 5.2300e+02, 5.5600e+02,
       5.1200e+02, 5.8600e+02, 5.7200e+02, 5.7000e+02, 5.6700e+02,
       6.4800e+02, 7.0700e+02, 7.2000e+02, 7.5700e+02, 7.4200e+02,
       7.6100e+02, 8.2800e+02, 8.7800e+02, 9.1400e+02, 9.8200e+02,
       1.0290e+03, 1.1080e+03, 1.1810e+03, 1.3610e+03, 1.4870e+03,
       1.5890e+03, 1.7630e+03, 1.8480e+03, 2.2570e+03, 2.3310e+03,
       2.6440e+03, 2.9930e+03, 3.2000e+03, 3.5640e+03, 3.9500e+03,
       4.1310e+03, 4.4770e+03, 4.8530e+03, 5.1860e+03, 5.5560e+03,
       6.0930e+03, 6.3910e+03, 6.8030e+03, 7.2620e+03, 7.9410e+03,
       8.6410e+03, 8.9620e+03, 9.6640e+03, 9.9670e+03, 1.0697e+04,
       1.1318e+04, 1.1591e+04, 1.2057e+04, 1.2614e+04, 1.2839e+04,
       1.3246e+04, 1.3534e+04, 1.3608e+04, 1.4010e+04, 1.4073e+04,
       1.3946e+04, 1.4130e+04, 1.4433e+04, 1.4435e+04, 1.4683e+04,
       1.4853e+04, 1.4878e+04, 1.4617e+04, 1.4634e+04, 1.4278e+04,
       1.3948e+04, 1.3698e+04, 1.3236e+04, 1.2957e+04, 1.2642e+04,
       1.2466e+04, 1.2185e+04, 1.2271e+04, 1.1926e+04, 1.1860e+04,
       1.1805e+04, 1.1861e+04, 1.1745e+04, 1.1440e+04, 1.1749e+04,
       1.1856e+04, 1.1390e+04, 1.1501e+04, 1.0450e+04, 1.0066e+04,
       9.3920e+03, 8.8220e+03, 8.4600e+03, 8.1180e+03, 7.6260e+03,
       7.2070e+03, 6.8540e+03, 5.9660e+03, 5.5790e+03, 5.0010e+03,
       4.5520e+03, 4.1090e+03, 3.6280e+03, 3.2440e+03, 2.9700e+03,
       2.2350e+03, 1.9240e+03, 1.5430e+03, 1.4020e+03, 1.0330e+03,
       5.3100e+02, 2.7600e+02, 1.3700e+02, 9.1000e+01, 6.5000e+01,
       5.3000e+01, 2.8000e+01, 1.9000e+01, 1.0000e+01, 0.0000e+00,
       2.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
